,cost,address,unitType,bedrooms,bathrooms,hydro,heat,water,wifi_info,parking,agreement,pet,size,furnished,appliances,ac,outdoor,smoking,amenities,url,has_den
548,1000,"S4T3M6, Canada",House,3,2.0,0,0,0,Not Included,1,1 Year,0,1000,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/washington-park-house-for-rent/1569480686,0
549,1350,"Dakota Dr, Regina, SK S4Z, Canada",Condo,2,2.0,0,0,0,Not Included,1,1 Year,0,1100,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Pool', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/top-floor-condo-rental-two-bedroom-two-bath/1569479233,0
550,1800,"S0G 4K0, Canada",House,5,3.0,0,0,0,Not Included,3,1 Year,0,1372,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/beautiful-5-bedroom-house-for-rent-in-sedley/1568716014,0
551,1590,"5290 Aerodrome Rd, Regina, SK S4W 0P4, Canada",Townhouse,3,1.5,0,0,0,Not Included,1,1 Year,0,1100,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/3-bed-1-5-bath-available-immediately-in-harbour-landing/1569471229,0
552,1059,"193 Lockwood Rd., Regina, SK, S4S 6G9",Apartment,1,1.0,1,1,1,Cable / TV,0,1 Year,1,658,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,['24 Hour Security'],/v-apartments-condos/regina/1-bedroom-193-lockwood-rd/1558922876,0
553,821,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,1,1.0,0,1,1,Cable / TV,0,1 Year,1,670,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/1-bedroom-basement-22-41-munroe-pl/1564413353,0
556,1250,"SE , SE 3418 16 west of 2nd S0G0E0  SK, Canada",House,3,3.0,0,0,1,Not Included,3,1 Year,0,980,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/home-for-rent-in-the-country/1569445623,0
557,882,"877 Scotia St, Melville, SK S0A 2P0, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,850,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/available-1-2-bdrm-clean-quiet-secure-ensuite-laundry/1569436161,0
558,950,"245 3 St NE, Wadena, SK S0A 4J0, Canada",Apartment,2,1.0,1,1,1,Cable / TVInternet,1,Month-to-month,1,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/located-in-town-of-wadena-one-bedroom-and-two-bedroom-suites/1569432282,0
559,1509,"Murphy Cres.& Lothian Mews, Regina, SK, S4X 1F5",Townhouse,3,1.0,0,0,1,Cable / TV,0,1 Year,1,1105,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",1,['Not Included'],/v-apartments-condos/regina/3-bedroom-townhouse-murphy-cres-lothian-mews/1569407288,0
560,750,"S4P1E9, Canada",House,1,1.0,0,0,0,Not Included,0,1 Year,1,900,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],1,['Not Included'],/v-apartments-condos/regina/1-bedroom-and-1-bathroom/1569399255,0
561,850,"S4P1W5, Canada",House,2,1.0,0,0,0,Not Included,1,1 Year,1,1000,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],1,['Not Included'],/v-apartments-condos/regina/2-bedroom-and-1-bathroom/1569398161,0
562,1650,"617 Smith Dorrien Ave, Esterhazy, SK S0A 0X0, Canada",House,3,2.0,1,1,1,Internet,3,Month-to-month,0,1773,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3-bedroom-high-end-house-with-heated-garage-for-rent-esterhazy/1569393399,1
563,1700,"MacKenzie Way, Regina S4N5M9 SK",Townhouse,3,1.5,0,0,0,Not Included,1,1 Year,0,1130,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3-bedroom-townhouse-for-rent/1569361284,0
564,750,"1440 Angus St, Regina, SK S4T 1Y9, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,800,0,['Laundry (In Building)'],1,['Balcony'],0,['24 Hour Security'],/v-apartments-condos/regina/750-one-bedroom-includes-heat-water-balcony-parking/1569362622,0
565,700,"233  Bradbrooke Drive, Yorkton, SK, S3N 2K6",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,502,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-1-bedroom-apartment-pet-friendly-close-to-shop/1568953765,0
567,1600,"204 Tyvan St, Francis, SK S0G 1V0, Canada",Basement,2,1.0,1,1,1,Internet,2,Month-to-month,0,1260,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/two-bedroom-pet-friendly-suite-for-rent-all-utilities-included/1489957025,1
568,1100,"2604 Lindsay Street, S4N 3E1, Regina, SK",Basement,1,1.0,1,1,1,Not Included,2,1 Year,0,700,0,"['Laundry (In Unit)', 'Dishwasher']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/brand-new-1-bed-1-bath-suite/1569269827,0
569,550,"1240 Angus St, Regina, SK S4T 1Y7, Canada",House,1,1.0,1,1,1,Cable / TVInternet,1,Month-to-month,0,600,1,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/furnished-suite-for-rent-close-to-downtown/1569299199,0
570,1450,"S4W0E3, Canada",Townhouse,2,1.0,0,0,0,Not Included,1,1 Year,0,770,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/harbour-landing-townhouse/1569274763,0
571,1198,"1701 Horizons Way, Regina, SK, S4Y 0G5",Apartment,2,1.0,0,0,1,Not Included,1,1 Year,1,892,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Elevator in Building']",/v-apartments-condos/regina/pet-friendly-two-bedroom-one-bath-with-in-suite-laundry-for/1567088475,0
572,1600,"5125 Beacon Way, Regina, SK S4W 0H8, Canada",Townhouse,2,2.5,0,0,0,Not Included,1,1 Year,0,1000,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-3-bathroom-townhouse-for-rent-in-harbour-landing/1569241618,0
573,1000,"Garnet St, Regina, SK, Canada, S4T 2Y2",House,2,1.0,0,0,0,Not Included,2,1 Year,0,850,1,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/beautiful-house-for-rent-north-central-side/1569219193,0
574,800,"S4T1Y9, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['24 Hour Security'],/v-apartments-condos/regina/800-one-bed-bath-balcony-heat-water-parking/1569202898,0
575,1050,"445 Government Rd, Weyburn, SK S4H 0P5, Canada",Condo,2,1.0,0,1,1,Not Included,1,1 Year,0,750,0,"['Laundry (In Unit)', 'Dishwasher']",1,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/modern-2-bedroom-condo-2-bedroom-condo-available-for-rent/1569143515,0
576,1136,"41 Munroe Place, Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,0,1 Year,1,850,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-41-munroe-place/1564023560,0
577,1129,"4040 Gordon Rd., Regina, SK, S4S 6W2",Apartment,1,1.0,1,1,1,Cable / TV,1,1 Year,1,675,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,"['Gym', '24 Hour Security', 'Elevator in Building']",/v-apartments-condos/regina/1-bedroom-4040-gordon-rd/1553385697,0
578,1300,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,2,2.0,0,1,1,Not Included,0,1 Year,1,832,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-2-bedroom-apartment-for-rent/1564023315,0
580,795,"2127 Lindsay St, Regina, SK S4N 3C1, Canada",Apartment,1,1.0,1,1,1,Not Included,0,Month-to-month,0,500,1,['Laundry (In Building)'],1,['Yard'],0,['Storage Space'],/v-apartments-condos/regina/furnished-basement-suite-utilities-included-broders-annex/1569103352,0
581,825,"6  Allanbrooke Dr, Yorkton, SK, S3N 2J7",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,565,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-apartment-for-rent-with-balcony-pet-friendly/1569062825,0
582,820,"2024  14th Ave, Regina, SK, S4P 0X5",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,473,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/near-regina-general-hospital-1-bedroom-apartment-for-rent/1569062568,0
583,1089,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,1,1.0,0,1,1,Cable / TV,1,1 Year,1,670,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/1-bedroom-basement-premium-22-41-munroe-pl-renovated-suite/1569063957,0
584,875,"321  Fietz St, Yorkton, SK, S3N 3P6",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,841,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/2-bedroom-apartment-for-rent-100-discount-students-veterans/1569064211,0
585,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/affordable-2-bedroom-suite/1570522689,0
587,1295,"Dakota Dr, Regina, SK S4Z, Canada",Condo,2,2.0,0,0,1,Not Included,2,1 Year,0,1160,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/2-bedrooms-2-baths-condo-for-rent/1569602928,0
588,850,"2175  Rae Street, Regina, SK, S4T 2E8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,380,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/beautiful-bachelor-apartment-for-rent-recently-renovated/1561139252,0
589,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,520,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/downtown-apartment-for-rent-1424-victoria-ave/1505780189,0
591,800,"S0G0a4, Canada",House,3,1.0,0,0,1,Not Included,2,Month-to-month,0,1000,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/3-bedroom-in-francis-sk/1569031341,0
593,800,"18  Allanbrooke Dr, Yorkton, SK, S3N 2J7",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,694,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/available-to-rent-2-bedroom-apartment-with-parking-available/1568954030,0
594,825,"363  Northview Rd, Yorkton, SK, S3N 2X6",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,694,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-apartment-for-rent-parking-available-pet-friendly/1568952965,0
595,1398,"1251 N Galloway Street, Regina, SK, S4X 0M6",Apartment,3,1.0,0,1,1,Not Included,1,1 Year,1,971,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/pet-friendly-three-bedroom-one-bath-with-in-suite-laundry-for/1568953997,0
598,650,"301  Bradbrooke Dr, Yorkton, SK, S3N 2K7",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,300,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/now-renting-bachelor-apartment-newly-renovated/1568952700,0
601,750,"243  Bradbrooke Drive, Yorkton, SK, S3N 2K4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,476,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/pet-friendly-recently-renovated-1-bedroom-apartment-available/1568953447,0
602,725,"320  Gladstone Ave S, Yorkton, SK, S3N 3W3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,618,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/luxury-1-bedroom-apartment-available-balcony-parking-available/1568953893,0
605,1000,"1 St, Estevan, SK S4A, Canada",House,5,2.0,0,0,0,Not Included,2,1 Year,1,1100,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/house-for-rent-in-estevan/1568968681,0
606,1050,"176 2 Ave E, Melville, SK S0A 2P0, Canada",House,2,1.0,1,1,1,Internet,2,Month-to-month,1,990,1,['Laundry (In Building)'],1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/melville-rental-property/1568936162,0
607,1450,"1300 Stockton St, Regina, SK S4X 0B8, Canada",Condo,2,2.0,1,1,1,Not Included,1,1 Year,0,850,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/beautiful-condo-for-rent/1568922672,0
608,1041,"41 Munroe Place, Regina, SK, S4S 6A7",Apartment,1,1.0,0,1,1,Cable / TV,0,1 Year,1,650,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/1-bedroom-41-munroe-place/1558399306,0
609,1350,", S4Z 0A5, Regina, SK",Condo,2,1.0,0,1,1,Not Included,2,1 Year,0,909,0,"['Laundry (In Unit)', 'Dishwasher']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/east-regina-condo-for-rent/1568886762,0
610,850,"1602 Victoria Ave, Regina, SK, S4P 0P7",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,405,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/pet-friendly-1-bedroom-apartment-close-to-parks/1568878750,0
611,1950,"Bentley Dr, Regina, SK S4N 5H7, Canada",House,3,2.0,0,0,0,Not Included,3,1 Year,0,1000,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/house-for-rent/1568865307,1
612,700,"2250 Rose St., Regina, SK, S4P 2A7",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,500,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/lily-rose-bachelor-apartment-for-rent/1568455196,0
615,1045,"2125 Osler St, Regina, SK S4P 4G9, Canada",Condo,2,1.0,0,1,1,Not Included,1,Month-to-month,0,840,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,"['24 Hour Security', 'Elevator in Building']",/v-apartments-condos/regina/indoor-parking-downtown-renovated-1045/1568830591,0
616,1600,"3440 Avonhurst Dr, Regina, SK S4R 3K1, Canada",Townhouse,3,2.5,0,0,0,Not Included,2,1 Year,1,1235,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3-bedroom-2-5-bath-townhouse-for-rent/1568769143,0
617,800,"1535 11th Ave, Regina, SK S4P 0H3, Canada",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,750,0,['Not Included'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/clean-and-quiet-one-bedroom/1568783872,0
618,850,"635 17 Ave E, Regina, SK S4N 0Y8, Canada",Basement,1,1.0,1,1,1,Not Included,1,1 Year,0,650,1,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/furnished-one-bedroom-basement-suite/1568783771,0
619,800,"1535 11th Ave, Regina, SK S4P 0H3, Canada",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,700,0,['Not Included'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/corner-apartment-suite-one-bedroom/1568783498,0
620,1750,"4025 Hill Ave, Regina, SK S4S 0X7, Canada",Condo,2,2.0,0,0,1,Not Included,1,1 Year,0,1290,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/beautiful-large-2-bedroom-walkout-condo-for-55-lakeview/1567471304,0
621,1041,"41 Munroe Place, Regina, SK, S4S 6A7",Apartment,1,1.0,0,1,1,Cable / TV,0,1 Year,1,650,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/1-bedroom-41-munroe-place/1527097169,0
622,950,"S0G3N0, Canada",Apartment,1,1.0,1,1,1,Cable / TVInternet,1,Month-to-month,0,700,1,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Storage Space'],/v-apartments-condos/regina/apartment-for-rent-moosomin/1568732045,1
623,1250,"4216 Castle Rd, Regina, SK S4S 4W1, Canada",Townhouse,2,2.0,1,0,0,Not Included,1,Month-to-month,1,1200,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-condo-for-rent-near-university/1568724611,0
624,1359,"1062 Dorothy St., Regina, SK, S4X 0N9",Apartment,2,2.0,0,1,1,Cable / TV,0,1 Year,1,915,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],1,"['24 Hour Security', 'Elevator in Building']",/v-apartments-condos/regina/2-bedroom-1062-dorothy-st/1568715338,0
625,954,"1060 Dorothy St., Regina, SK, S4X 3C5",Apartment,1,1.0,0,0,1,Cable / TV,0,1 Year,1,675,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",1,"['Gym', '24 Hour Security']",/v-apartments-condos/regina/1-bedroom-1060-dorothy-st/1568715415,0
626,900,"Rosemont, Canada",Apartment,1,1.0,0,0,1,Not Included,1,1 Year,1,660,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",0,"['Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/apartment-in-rosemont/1568706755,0
627,700,"722 Lalonde St, Whitewood, SK S0G 5C0, Canada",Apartment,1,1.0,1,1,1,Internet,1,Month-to-month,0,500,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/bachelor-suite-for-rent/1568699573,0
628,2000,"S4N6V2, Canada",House,5,2.0,0,0,0,Not Included,3,1 Year,0,1250,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/five-bedrooms-single-house-with-garage-in-east/1568696305,0
630,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,0,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-basement-22-41-munroe-pl/1556401371,0
631,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,520,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/downtown-apartment-for-rent-1424-victoria-ave/1505780189,0
633,1750,"14 Milford Crescent, Regina, SK S4N 1K7, Canada",House,3,2.0,0,0,0,Not Included,3,1 Year,1,1300,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/spacious-4-bedrooms-2-bathroom-house-glencairn-for-rent/1567616073,1
634,955,"2175  Rae Street, Regina, SK, S4T 2E8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,622,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/beautiful-1-bedroom-apartment-for-rent-recently-renovated/1549214843,0
635,1000,"S4W0c7, Canada",Basement,1,1.0,1,0,1,Cable / TVInternet,1,Month-to-month,0,500,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/one-bedroom-basement-apartment-harbour-landing/1568665031,0
636,1650,"Scarth St, Regina, SK S4P 2G9, Canada",Condo,1,1.0,1,1,1,Cable / TVInternet,1,Month-to-month,0,868,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,['Elevator in Building'],/v-apartments-condos/regina/executive-downtown-furnished-condo/1558125079,0
637,600,"176 2 Ave E, Melville, SK S0A 2P0, Canada",House,1,1.0,0,0,0,Not Included,2,Month-to-month,0,500,1,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/renovated-one-bedroom-home-furnished-in-melville/1568648961,0
638,1200,"Arthur St, Regina, SK S4R 4X2, Canada",House,3,1.0,0,0,0,Not Included,2,Month-to-month,0,900,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/freshly-painted-house-for-rent/1568621813,0
639,1249,"4040 Gordon Rd., Regina, SK, S4S 6W2",Apartment,1,1.0,1,1,1,Cable / TV,1,1 Year,1,900,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,"['Gym', '24 Hour Security', 'Elevator in Building']",/v-apartments-condos/regina/1-bedroom-den-4040-gordon-rd/1568548020,0
